,Machine 1,Machine 2,Machine 3,Machine 4,Machine 5,Machine 6,Machine 7,Machine 8,Machine 9,Machine 10,Choice
4467,0,1,1,0,0,0,0,0,0,0,7
4468,0,1,0,0,0,0,0,1,0,0,9
4469,0,0,0,1,0,0,1,0,0,0,10
4470,0,0,0,0,0,0,0,0,0,1,6
4471,0,1,0,0,0,0,0,0,0,0,5
4472,0,0,0,0,0,0,0,0,0,0,7
4473,0,1,1,0,0,0,0,0,0,0,1
4474,0,0,0,0,0,0,0,0,0,1,1
4475,0,0,0,0,0,0,0,1,0,0,10
4476,0,0,0,0,0,0,0,0,0,0,2
4477,1,0,0,0,0,0,0,1,0,0,4
4478,0,0,0,0,0,0,0,0,0,0,6
4479,0,1,0,0,0,0,0,0,0,0,3
4480,0,0,0,0,0,0,0,1,1,0,6
4481,0,0,0,0,0,0,0,0,0,0,4
4482,0,1,0,0,0,0,1,0,0,0,10
4483,0,0,0,0,0,0,0,1,0,0,7
4484,0,1,0,0,0,0,0,0,0,0,9
4485,1,0,0,0,1,0,0,1,0,0,7
4486,0,0,0,0,0,0,0,0,0,0,1
4487,0,0,0,0,0,0,1,0,0,1,6
4488,1,0,0,0,1,0,0,0,0,1,2
4489,0,0,0,0,0,0,0,0,1,1,10
4490,0,0,0,0,0,0,0,0,0,0,7
4491,1,0,0,1,0,0,0,0,0,0,8
4492,0,0,0,0,0,0,0,0,0,0,10
4493,0,0,0,0,0,0,0,0,0,0,3
4494,0,1,0,0,1,0,0,0,0,0,2
4495,1,0,0,0,0,0,0,0,0,0,8
4496,0,0,0,0,0,0,0,0,0,0,8
4497,0,0,0,0,0,0,0,0,0,0,2
4498,0,0,0,0,0,0,1,1,0,0,8
4499,0,1,0,0,0,0,0,0,0,0,9
4500,0,0,0,0,0,0,0,1,0,1,6
4501,0,0,0,0,1,0,0,1,0,0,8
4502,1,0,0,0,0,0,0,0,0,0,7
4503,0,0,0,0,0,0,0,1,1,0,5
4504,0,0,0,0,0,0,0,0,0,0,10
4505,0,0,0,0,0,0,0,0,0,0,2
4506,1,0,0,0,0,0,0,0,0,0,1
4507,0,0,0,1,0,0,0,0,0,0,2
4508,1,0,0,0,0,0,0,0,0,0,8
4509,0,0,0,0,0,0,0,0,0,0,2
4510,0,0,0,1,0,0,0,0,0,0,10
4511,0,0,0,0,0,0,0,0,0,0,8
4512,0,0,0,0,0,0,0,0,0,0,1
4513,1,0,0,0,1,0,0,0,0,0,1
4514,0,0,0,0,0,0,0,0,0,0,10
4515,0,0,0,0,1,0,0,1,0,0,1
4516,0,0,0,0,0,0,1,0,0,0,1
4517,0,0,0,0,0,0,0,0,0,0,10
4518,0,1,0,0,0,0,0,1,0,0,10
4519,1,0,0,0,1,0,0,1,0,0,2
4520,1,0,1,0,1,0,1,0,1,0,8
4521,0,0,0,0,0,0,0,0,0,0,2
4522,0,1,0,0,0,0,0,0,1,0,6
4523,0,0,0,0,0,0,0,0,0,0,6
4524,1,0,0,0,0,0,0,0,1,0,6
4525,0,0,0,0,1,0,1,0,0,0,8
4526,0,1,0,0,0,0,0,0,0,0,9
4527,0,0,0,0,1,0,0,0,0,0,2
4528,0,0,0,1,1,0,0,0,0,0,3
4529,0,0,0,0,0,0,0,1,0,1,7
4530,0,0,0,0,0,0,0,0,0,0,7
4531,1,0,0,0,0,0,0,1,0,0,7
4532,0,0,0,0,0,0,0,1,0,0,10
4533,0,0,0,0,1,0,0,0,0,0,1
4534,0,0,0,0,1,0,0,0,0,0,6
4535,0,0,0,0,0,0,1,0,0,0,6
4536,0,0,0,0,1,0,0,0,0,0,7
4537,0,0,0,1,0,0,0,0,0,0,4
4538,0,0,0,0,1,0,1,0,0,0,8
4539,0,0,0,0,0,0,0,0,1,0,2
4540,0,0,0,0,0,0,0,0,0,0,10
4541,1,0,0,0,0,0,0,1,0,0,7
4542,0,0,0,0,0,0,0,0,0,0,8
4543,0,0,0,0,0,0,1,0,0,0,7
4544,0,0,1,0,0,0,0,0,0,0,6
4545,0,0,0,0,1,0,0,0,0,1,1
4546,1,0,0,0,1,0,0,0,0,0,7
4547,0,1,0,0,0,0,0,0,0,0,5
4548,0,0,0,0,1,0,0,0,0,0,10
4549,1,0,0,0,1,0,0,0,0,0,9
4550,0,0,0,0,0,0,0,0,0,0,6
4551,0,1,1,0,0,0,0,0,1,1,4
4552,0,0,0,0,0,0,0,0,0,0,8
4553,0,0,0,0,1,0,0,0,0,0,2
4554,0,0,0,0,0,0,0,0,0,0,9
4555,0,0,0,0,0,0,0,0,0,0,7
4556,0,0,0,1,0,0,0,0,0,1,6
4557,0,0,0,0,0,0,1,0,0,0,5
4558,0,0,0,1,0,0,0,1,0,0,9
4559,0,0,0,0,0,0,0,1,0,0,6
4560,0,0,0,0,0,0,0,0,0,0,9
4561,0,0,0,0,0,0,0,0,1,0,5
4562,0,0,0,1,1,0,0,0,0,0,8
4563,0,0,0,0,1,0,0,0,0,0,2
4564,0,0,0,0,0,0,0,1,0,0,3
4565,0,0,0,0,0,0,0,1,0,0,4
4566,1,0,0,0,1,0,0,1,0,0,4
4567,0,0,0,0,1,0,0,0,0,0,6
4568,0,0,0,1,1,0,0,1,0,0,8
4569,0,0,0,0,0,0,0,0,0,0,1
4570,0,0,0,0,0,0,0,0,0,0,6
4571,0,0,0,0,0,0,0,1,0,0,6
4572,0,0,0,0,0,0,0,0,0,0,2
4573,1,1,1,0,0,0,0,0,0,1,5
4574,0,0,0,0,0,0,1,0,0,0,2
4575,0,0,0,0,1,0,0,0,0,0,1
4576,1,0,0,0,0,0,0,0,0,0,3
4577,0,0,0,0,0,0,0,1,0,0,9
4578,0,0,0,0,1,0,0,1,0,0,4
4579,0,0,1,1,0,0,0,0,0,0,7
4580,0,0,1,0,0,0,0,0,0,0,1
4581,0,0,0,0,1,0,0,1,0,0,6
4582,0,0,0,0,0,0,0,0,0,0,4
4583,0,0,0,1,0,0,0,1,0,0,3
4584,0,0,0,1,1,0,0,1,0,0,3
4585,0,0,0,1,1,0,0,0,0,0,7
4586,1,0,0,0,1,0,0,0,0,0,7
4587,0,0,0,0,0,0,0,0,0,0,7
4588,0,0,0,0,0,0,1,1,0,0,8
4589,0,0,0,0,0,0,0,0,0,0,7
4590,0,0,0,0,0,0,0,0,0,0,2
4591,0,0,0,0,0,0,1,0,0,0,1
4592,0,0,0,0,1,0,0,0,0,0,3
4593,1,0,0,0,1,0,0,1,1,0,6
4594,1,0,0,0,0,0,0,0,0,0,2
4595,0,0,0,0,0,0,0,0,0,1,5
4596,0,0,0,0,1,0,0,0,0,0,6
4597,0,0,0,0,0,0,0,0,0,0,4
4598,0,0,1,0,0,0,0,0,0,0,2
4599,0,0,0,1,0,0,0,0,0,0,7
4600,0,0,0,0,0,0,1,0,0,0,5
4601,0,0,0,0,0,0,0,0,0,0,3
4602,0,1,0,0,0,0,0,0,0,0,8
4603,0,0,0,0,1,0,0,1,0,0,5
4604,1,1,0,0,1,0,0,1,0,0,8
4605,0,0,1,0,1,0,0,0,0,0,4
4606,0,0,0,0,1,0,0,0,0,0,8
4607,0,0,0,0,1,0,0,0,0,0,5
4608,0,0,0,0,0,0,0,1,0,0,8
4609,0,1,0,0,0,0,0,0,0,0,7
4610,0,0,0,0,1,0,0,0,0,0,8
4611,0,0,1,0,0,0,0,0,0,0,1
4612,0,0,0,0,0,0,0,0,0,0,5
4613,0,0,0,1,0,0,0,1,0,0,4
4614,0,0,0,0,0,0,0,0,0,0,8
4615,0,0,0,0,0,0,0,0,0,0,9
4616,0,0,0,0,1,0,0,0,0,0,6
4617,0,0,0,0,0,0,0,0,0,0,6
4618,0,0,0,0,1,0,0,0,0,0,3
4619,0,0,0,0,0,0,1,0,0,0,9
4620,0,0,0,0,0,0,0,0,0,0,4
4621,0,0,0,0,1,0,0,0,0,0,4
4622,0,0,0,0,1,0,0,0,1,0,7
4623,0,0,0,1,0,0,1,0,0,1,6
4624,0,0,0,0,0,0,1,1,0,0,6
4625,0,0,0,0,0,0,0,0,0,0,1
4626,0,0,0,0,0,0,0,1,1,0,7
4627,0,0,0,0,0,0,1,1,0,0,9
4628,0,0,0,0,1,0,0,1,0,0,3
4629,0,0,0,0,0,0,0,0,0,0,10
4630,0,0,0,0,1,0,0,1,0,0,2
4631,0,0,0,0,0,0,0,0,1,0,5
4632,0,0,0,0,1,0,0,0,0,0,10
4633,0,0,0,0,0,0,0,0,0,0,10
4634,0,1,0,0,0,0,0,0,0,1,9
4635,1,0,0,0,0,0,0,0,0,0,10
4636,0,1,0,0,0,0,0,0,0,0,8
4637,1,0,0,0,0,0,0,0,0,0,10
4638,0,0,0,0,0,0,0,0,0,0,7
4639,0,0,0,1,1,0,1,0,1,0,7
4640,0,0,0,0,0,0,1,1,1,0,8
4641,0,0,0,0,0,0,1,0,0,0,8
4642,0,0,0,0,0,0,1,0,0,0,3
4643,1,0,0,0,0,0,1,0,0,0,2
4644,1,0,0,0,0,0,0,1,0,0,10
4645,1,0,0,0,0,0,0,0,0,0,4
4646,0,0,0,0,0,0,0,0,0,0,3
4647,0,0,0,1,1,0,0,0,0,0,1
4648,1,0,0,0,0,1,0,0,0,0,5
4649,0,0,0,0,1,0,1,0,0,0,10
4650,0,0,0,1,0,0,0,0,0,0,7
4651,0,0,0,0,0,0,0,0,0,0,9
4652,0,1,0,0,0,0,0,0,0,0,1
4653,0,0,1,0,0,0,0,0,0,0,10
4654,0,0,0,0,0,0,0,1,0,0,4
4655,0,0,0,0,0,0,0,0,1,0,5
4656,0,1,0,0,1,0,0,0,0,0,3
4657,0,0,0,1,0,0,0,0,0,0,2
4658,0,0,0,0,0,0,0,0,0,0,6
4659,1,0,0,0,0,0,0,0,0,0,10
4660,0,0,0,0,0,0,1,0,0,0,4
4661,0,1,0,0,0,0,0,0,0,0,6
4662,0,0,0,0,0,0,1,0,0,0,4
4663,0,0,0,0,0,0,0,0,0,0,1
4664,0,0,0,0,0,0,0,0,0,0,7
4665,0,0,1,0,1,0,0,0,0,0,1
4666,0,0,0,0,0,0,0,1,0,0,8
4667,1,1,0,1,1,0,0,0,0,0,8
4668,0,0,0,0,1,0,0,0,0,0,7
4669,0,0,0,0,0,0,0,0,1,0,3
4670,0,0,0,0,0,0,1,0,0,0,2
4671,0,0,0,0,0,0,0,0,0,0,3
4672,0,0,0,0,1,0,0,0,0,0,1
4673,0,0,0,0,0,0,0,0,0,0,4
4674,0,0,0,0,0,0,0,0,0,0,9
4675,1,0,0,0,0,0,0,0,0,0,7
4676,0,0,0,0,1,0,0,0,0,0,4
4677,0,0,0,0,0,0,0,0,0,0,10
4678,0,0,0,0,0,0,0,1,0,0,10
4679,1,0,0,0,1,0,1,0,0,1,6
4680,0,0,0,0,0,0,0,0,0,0,9
4681,0,0,0,0,1,0,0,0,0,0,9
4682,1,0,0,0,0,0,0,0,0,0,1
4683,0,0,0,0,0,0,0,1,0,0,9
4684,1,1,0,0,0,0,1,0,0,0,3
4685,0,1,0,0,0,0,0,1,0,0,5
4686,0,0,0,0,0,0,0,0,0,0,5
4687,0,0,0,0,0,0,0,0,0,0,3
4688,0,0,0,1,0,0,0,0,1,0,3
4689,0,0,0,0,0,0,0,0,0,0,5
4690,1,0,0,0,0,0,1,0,0,0,2
4691,0,0,0,0,0,0,0,0,0,0,1
4692,0,0,0,0,0,0,1,0,1,0,6
4693,0,0,0,0,1,0,0,0,0,0,8
4694,0,0,0,0,0,0,0,1,0,0,2
4695,0,0,0,0,0,0,0,1,1,0,10
4696,0,0,0,0,0,0,1,0,1,0,3
4697,0,0,0,0,1,0,0,0,0,0,6
4698,0,0,0,0,0,0,0,0,0,0,2
4699,0,0,0,0,1,0,0,0,0,0,4
4700,1,0,1,0,0,0,0,0,1,0,4
4701,1,0,0,0,0,0,0,0,0,0,1
4702,1,0,0,0,1,0,0,0,0,0,3
4703,0,0,0,0,0,0,0,0,0,0,8
4704,0,0,0,0,1,0,0,0,0,0,2
4705,0,0,0,0,0,0,0,0,0,0,1
4706,0,0,0,1,1,0,0,0,0,0,3
4707,0,0,0,0,1,0,0,1,0,0,6
4708,0,0,0,0,0,0,0,0,0,0,9
4709,0,0,0,0,0,0,0,0,1,0,4
4710,0,0,0,0,0,0,0,1,0,0,3
4711,0,1,0,0,0,0,0,0,1,0,5
4712,0,0,0,0,0,0,0,0,0,0,6
4713,0,0,0,0,0,0,0,0,0,0,5
4714,0,0,0,0,0,0,0,0,0,0,10
4715,0,0,0,0,1,0,0,1,0,0,9
4716,0,0,0,0,0,0,0,0,0,0,5
4717,0,1,0,0,0,0,0,1,0,0,2
4718,1,0,0,0,0,0,0,0,0,0,3
4719,0,0,0,0,0,0,0,1,0,0,8
4720,0,0,0,0,1,0,0,0,0,0,8
4721,0,0,0,0,1,0,0,1,0,0,8
4722,0,1,0,0,0,0,0,0,0,0,5
4723,0,0,0,0,0,0,0,0,0,0,5
4724,0,1,0,0,0,0,0,0,0,0,6
4725,0,0,0,0,0,0,0,0,0,0,3
4726,0,0,0,0,0,0,1,0,0,0,1
4727,0,0,0,0,0,0,0,0,0,0,5
4728,0,0,0,1,0,0,0,0,0,0,3
4729,0,0,0,0,0,0,0,0,0,0,10
4730,0,0,0,0,0,0,0,1,0,0,7
4731,0,0,0,0,1,0,0,0,0,0,4
4732,0,0,0,1,0,0,0,0,0,0,4
4733,0,0,1,0,0,0,0,0,0,0,7
4734,0,0,0,1,0,0,0,0,0,0,9
4735,0,0,0,0,0,0,1,0,0,0,7
4736,0,0,0,0,0,0,0,0,0,0,4
4737,0,0,0,0,0,0,0,1,0,0,2
4738,1,0,0,0,0,0,1,0,0,0,8
4739,0,0,0,0,0,0,1,1,0,0,7
4740,0,0,0,0,0,0,0,0,1,0,1
4741,1,0,0,0,0,0,0,0,0,0,3
4742,0,1,1,1,0,0,0,0,0,0,10
4743,0,0,0,0,1,0,1,0,0,0,4
4744,0,0,0,0,0,0,0,0,1,0,1
4745,0,0,0,0,0,0,0,0,0,0,7
4746,0,0,0,0,0,0,0,1,0,0,5
4747,1,0,0,0,0,0,0,0,0,0,10
4748,0,1,0,1,0,0,0,0,0,0,10
4749,0,0,0,1,1,0,0,0,0,0,4
4750,0,0,0,1,0,0,0,1,0,0,3
4751,0,0,0,0,0,0,1,0,0,0,1
4752,0,0,0,0,0,0,0,1,0,0,6
4753,0,1,0,0,0,0,0,0,0,0,4
4754,0,0,1,0,1,0,1,0,0,0,6
4755,1,1,0,0,0,0,0,0,0,0,10
4756,0,0,0,1,0,0,0,0,0,0,4
4757,0,0,0,1,1,0,0,0,0,1,3
4758,0,0,0,0,1,0,0,0,0,0,4
4759,0,1,0,1,0,0,0,1,0,0,6
4760,1,0,0,0,0,0,0,0,0,0,10
4761,0,0,0,0,1,0,0,1,0,0,3
4762,0,0,0,0,1,1,0,0,0,0,4
4763,0,0,0,0,0,0,0,0,0,0,3
4764,0,0,0,0,0,0,0,1,0,0,8
4765,1,0,0,1,0,0,0,1,0,0,4
4766,0,0,0,0,0,0,0,0,0,1,1
4767,0,0,0,0,0,0,0,0,0,0,2
4768,0,0,0,0,1,0,0,0,0,0,9
4769,0,0,0,0,0,0,0,0,0,0,3
4770,1,0,0,0,1,0,0,1,0,0,1
4771,0,1,0,0,1,0,0,0,0,0,1
4772,0,0,0,0,1,0,0,0,0,0,7
4773,0,0,0,0,1,0,0,0,0,0,9
4774,1,0,0,0,1,0,0,0,0,0,4
4775,0,0,0,0,0,0,1,0,0,0,8
4776,0,0,0,0,1,0,0,1,0,0,7
4777,0,0,0,0,0,0,0,0,0,0,1
4778,0,0,1,0,0,0,0,0,0,0,5
4779,0,0,0,0,0,0,0,1,0,0,7
4780,0,0,0,0,0,0,0,0,0,0,7
4781,0,0,0,0,0,0,0,0,0,0,3
4782,0,0,1,0,0,0,0,0,0,0,8
4783,0,0,0,0,1,0,0,0,0,0,4
4784,0,0,0,0,0,0,0,0,0,0,8
4785,0,0,0,0,0,0,0,1,0,0,3
4786,1,0,0,0,0,0,1,1,0,0,5
4787,0,1,0,0,0,0,0,0,0,0,8
4788,0,0,1,0,0,0,0,0,0,0,8
4789,1,0,0,0,1,0,0,1,0,0,4
4790,0,0,0,0,1,0,0,0,0,0,7
4791,0,0,0,0,1,0,0,0,0,0,7
4792,0,0,0,0,0,0,0,0,0,0,7
4793,0,0,0,0,0,0,1,1,0,0,5
4794,0,0,0,0,0,0,0,0,0,0,3
4795,0,0,0,0,1,0,0,0,0,0,9
4796,0,0,0,0,1,0,0,0,0,0,1
4797,0,1,0,0,0,0,0,0,0,1,9
4798,0,0,0,0,1,0,0,1,0,0,5
4799,0,0,0,1,1,0,0,0,1,0,7
4800,0,0,0,1,0,0,0,0,0,0,7
4801,0,1,0,0,0,0,0,0,0,0,5
4802,1,0,0,0,1,0,0,0,0,0,6
4803,0,0,0,1,0,0,0,0,0,0,3
4804,0,0,0,0,0,0,0,0,0,0,10
4805,0,1,0,0,0,0,0,0,1,0,8
4806,0,0,0,0,1,0,0,0,0,0,4
4807,0,0,0,0,0,0,0,0,0,0,10
4808,0,0,0,0,0,0,0,0,0,0,4
4809,0,0,0,0,1,0,0,0,0,0,2
4810,0,0,0,0,0,0,0,0,0,0,1
4811,0,0,0,0,0,0,0,0,0,1,9
4812,0,1,0,0,1,0,0,0,0,0,9
4813,0,0,0,0,1,0,0,0,0,0,9
4814,0,0,0,0,0,0,0,0,0,0,8
4815,1,1,0,0,0,0,1,0,0,0,10
4816,0,0,0,0,0,0,0,1,0,0,1
4817,0,0,0,0,1,0,0,0,0,0,6
4818,0,0,0,0,0,0,0,1,0,0,9
4819,0,0,0,0,0,0,1,0,0,0,8
4820,0,0,0,0,1,0,0,0,0,0,10
4821,0,0,1,0,0,0,0,0,0,0,8
4822,0,0,0,0,0,0,0,0,0,0,10
4823,0,0,1,0,0,0,0,0,0,0,2
4824,0,0,1,0,0,0,0,0,0,0,3
4825,0,1,0,0,0,0,0,0,0,0,10
4826,0,0,1,1,1,0,0,0,0,0,1
4827,0,1,0,0,0,0,0,0,0,0,6
4828,0,0,0,0,0,0,0,0,0,0,9
4829,0,0,0,0,0,0,0,0,0,0,7
4830,0,0,0,0,1,0,0,0,0,0,6
4831,1,0,0,0,0,0,0,1,0,0,3
4832,0,0,0,0,0,0,0,0,0,0,6
4833,0,0,0,1,0,0,1,0,0,0,6
4834,0,1,0,1,0,0,1,0,0,0,9
4835,1,0,0,0,0,0,1,0,0,0,1
4836,1,0,0,0,0,0,1,1,0,0,10
4837,1,0,0,0,1,0,0,0,0,0,1
4838,0,0,0,0,0,0,0,1,0,0,4
4839,1,1,0,0,0,0,0,0,1,0,3
4840,0,0,0,0,0,0,0,0,0,0,1
4841,0,0,1,0,1,0,0,1,0,0,5
4842,1,1,0,0,0,0,0,0,1,0,10
4843,0,0,0,0,0,0,1,1,0,0,5
4844,0,0,0,0,0,0,0,0,0,0,5
4845,0,0,0,1,1,0,0,0,0,0,1
4846,0,0,0,0,1,1,0,0,0,0,9
4847,0,0,0,0,0,1,0,1,0,0,7
4848,0,1,0,0,0,0,0,0,0,0,5
4849,0,0,0,0,1,0,0,0,0,0,4
4850,0,0,0,1,1,0,0,0,0,0,9
4851,0,0,0,0,1,0,0,0,0,0,9
4852,0,1,0,0,0,0,1,0,0,0,7
4853,0,0,0,0,1,0,0,0,0,0,9
4854,1,0,0,0,0,0,0,1,0,0,2
4855,0,0,0,0,0,0,0,0,0,0,5
4856,0,0,0,1,0,0,0,0,0,0,5
4857,0,0,0,0,0,0,0,0,0,0,6
4858,0,1,0,0,0,0,0,0,0,1,8
4859,0,0,0,0,0,0,0,0,1,0,3
4860,0,0,0,0,1,0,0,0,0,0,2
4861,1,0,0,0,0,0,0,0,0,0,8
4862,0,0,0,0,1,0,0,0,1,0,9
4863,1,0,0,0,1,0,1,0,0,0,7
4864,0,0,0,1,1,0,0,1,0,0,8
4865,0,1,0,0,0,0,1,0,0,0,5
4866,1,0,0,0,0,0,0,0,0,0,9
4867,0,1,0,0,1,0,0,0,0,0,8
4868,0,1,0,0,0,0,0,1,0,0,3
4869,0,0,1,0,0,0,0,0,0,1,7
4870,0,0,0,0,0,0,0,0,0,0,10
4871,0,0,0,0,1,0,1,1,0,0,5
4872,0,0,0,0,0,0,0,0,0,0,4
4873,0,0,0,0,1,0,0,0,0,0,5
4874,0,0,0,0,0,0,0,0,1,0,2
4875,0,0,0,0,1,0,0,0,0,0,5
4876,0,0,0,0,0,0,0,0,0,0,3
4877,0,1,0,0,0,0,0,0,0,0,2
4878,0,0,1,0,1,0,0,0,0,0,8
4879,0,0,1,1,0,0,0,0,0,0,4
4880,1,0,0,0,0,0,0,0,0,0,4
4881,0,0,0,0,1,0,0,0,1,0,1
4882,0,0,0,0,0,0,0,0,0,0,1
4883,0,0,0,0,0,0,0,1,1,0,10
4884,0,1,0,1,0,0,0,0,0,0,7
4885,0,0,0,0,0,0,0,0,0,0,1
4886,1,0,0,1,0,0,0,1,0,0,7
4887,0,0,0,0,0,0,0,1,0,0,1
4888,0,0,0,0,0,0,0,0,0,0,9
4889,1,0,0,0,1,0,0,1,0,0,6
4890,0,0,0,0,0,0,1,0,1,0,1
4891,0,0,0,1,1,0,0,1,0,0,6
4892,0,0,0,0,0,0,0,0,0,0,5
4893,0,0,0,0,0,0,0,1,0,0,8
4894,0,0,0,0,1,0,0,0,0,0,10
4895,0,0,0,0,0,0,0,0,0,0,5
4896,0,0,0,0,1,0,1,0,0,0,4
4897,0,0,1,0,0,0,0,0,0,0,4
4898,0,0,0,0,0,0,1,0,0,0,1
4899,0,0,0,0,0,0,0,0,0,0,5
4900,1,0,0,0,1,0,0,0,0,0,9
4901,0,0,0,0,0,0,0,1,0,0,6
4902,0,0,0,0,1,0,0,0,0,0,6
4903,0,0,0,0,0,0,0,0,0,0,10
4904,0,0,0,0,1,0,0,0,0,0,8
4905,0,0,0,0,0,0,0,0,0,0,6
4906,0,0,0,0,0,0,0,1,0,0,3
4907,0,0,0,0,0,0,0,0,1,0,4
4908,0,0,0,0,0,0,0,1,0,0,2
4909,1,0,0,0,0,0,0,1,0,0,1
4910,0,0,0,0,0,0,0,0,0,0,8
4911,0,1,0,0,1,0,0,0,0,0,9
4912,0,1,1,0,0,0,0,1,0,0,10
4913,0,0,0,1,0,0,0,0,0,0,4
4914,0,0,0,0,0,0,0,0,0,0,3
4915,0,0,0,0,0,0,0,0,0,0,7
4916,0,0,0,0,0,0,0,1,0,0,7
4917,0,0,0,0,1,0,0,0,0,0,7
4918,0,0,0,0,1,0,0,0,1,0,5
4919,0,0,1,0,1,0,0,0,0,0,3
4920,0,1,0,0,0,0,0,1,0,0,8
4921,0,1,0,0,1,0,0,0,0,0,1
4922,0,0,0,0,1,0,0,0,0,0,3
4923,0,0,0,0,0,0,0,0,0,0,6
4924,0,0,0,0,1,0,0,0,0,0,6
4925,0,0,0,0,0,0,0,1,0,0,6
4926,0,0,0,1,1,0,0,0,0,0,2
4927,0,0,0,1,0,0,0,0,0,0,1
4928,0,0,0,0,1,0,0,0,0,0,8
4929,0,0,0,0,0,0,0,0,0,0,7
4930,1,0,0,0,0,0,0,0,0,0,10
4931,0,1,0,0,0,0,0,0,0,0,7
4932,0,0,0,0,0,0,0,0,0,0,9
4933,0,0,0,0,0,0,0,0,0,0,5
4934,0,0,0,0,0,0,0,0,0,0,1
4935,0,0,0,0,0,0,0,0,0,0,6
4936,0,0,0,0,1,0,0,0,0,0,8
4937,0,0,0,0,0,0,0,1,0,0,8
4938,0,0,0,0,1,0,0,0,0,0,3
4939,0,0,0,0,0,0,1,0,0,0,2
4940,1,0,0,0,0,0,1,0,0,0,1
4941,0,0,0,0,0,0,0,1,0,0,3
4942,0,0,0,0,0,0,1,0,0,0,7
4943,0,1,0,1,0,0,0,0,0,0,10
4944,0,0,0,0,0,0,0,0,0,0,3
4945,0,0,0,0,0,0,0,0,0,0,6
4946,0,0,0,0,1,0,0,0,0,0,4
4947,0,0,0,0,0,0,0,0,0,0,1
4948,0,0,0,0,0,0,0,0,0,0,2
4949,0,0,0,0,0,0,0,0,0,0,1
4950,0,0,0,1,0,0,0,1,0,0,10
4951,1,1,1,0,0,0,0,1,0,0,8
4952,0,0,0,1,0,0,0,0,0,0,9
4953,0,0,0,0,0,0,0,0,0,0,5
4954,0,0,0,0,0,0,0,0,0,0,4
4955,0,0,0,0,1,0,0,1,0,0,1
4956,1,0,1,0,0,0,0,0,0,0,7
4957,0,0,0,0,0,0,0,1,0,0,2
4958,0,0,1,0,0,0,1,1,0,0,7
4959,0,0,1,0,0,0,0,0,0,0,7
4960,0,0,0,0,0,0,0,0,0,0,1
4961,0,0,0,0,0,0,1,0,0,0,5
4962,0,0,0,1,0,0,0,0,0,0,6
4963,0,0,0,0,0,0,0,0,0,1,3
4964,0,0,0,0,0,0,0,0,0,0,4
4965,0,0,0,0,0,0,0,0,0,0,7
4966,0,1,1,0,0,0,1,1,0,0,6
4967,0,0,1,0,1,0,0,0,0,0,6
4968,1,0,0,0,0,0,0,0,0,0,10
4969,1,0,1,0,0,0,0,0,1,0,2
4970,0,0,0,0,0,0,0,0,0,0,3
4971,0,1,0,0,0,0,0,0,1,0,10
4972,0,1,1,0,0,0,0,0,0,0,8
4973,0,0,0,0,0,0,0,0,0,0,8
4974,0,0,0,0,0,0,0,1,0,0,10
4975,0,0,0,0,0,0,0,0,0,0,4
4976,0,0,0,0,0,0,1,0,0,0,4
4977,0,0,0,0,0,0,0,0,1,0,5
4978,0,0,0,0,0,0,0,1,0,1,6
4979,1,0,0,0,0,0,0,0,0,0,9
4980,0,0,0,0,1,0,0,0,0,0,5
4981,0,0,0,0,0,0,1,0,0,0,1
4982,0,0,0,1,0,0,0,0,0,0,8
4983,1,0,0,1,1,0,1,0,0,0,2
4984,1,0,0,0,0,0,0,0,0,0,1
4985,0,0,0,0,1,0,1,1,0,0,4
4986,0,0,0,1,0,0,0,0,0,0,3
4987,1,0,0,0,0,0,0,0,0,0,9
4988,0,0,0,1,0,0,0,1,0,0,1
4989,0,0,0,0,0,0,0,0,0,0,2
4990,0,0,0,0,0,0,1,1,0,0,10
4991,0,0,0,1,0,0,0,0,0,0,5
4992,0,0,0,0,0,0,0,0,0,0,8
4993,0,0,0,0,0,0,0,1,0,0,7
4994,0,0,0,0,0,0,0,0,0,0,9
4995,0,0,0,1,0,0,0,0,0,0,9
4996,1,1,0,0,0,0,0,0,0,0,10
4997,0,0,0,0,0,0,0,0,0,0,2
4998,0,0,0,0,0,0,0,0,0,0,10
4999,0,1,0,0,0,0,0,0,0,0,3
5000,0,0,0,1,0,0,0,0,0,0,6
5001,0,0,0,0,1,0,0,0,0,0,6
5002,0,0,0,0,0,0,0,0,0,0,10
5003,1,0,0,0,0,0,0,0,0,0,2
5004,1,0,0,0,0,0,0,1,1,0,5
5005,0,1,1,0,0,0,0,0,0,0,2
5006,1,0,0,1,0,0,1,0,0,0,10
5007,0,1,0,0,0,0,0,0,0,0,8
5008,0,0,0,0,1,0,0,0,0,0,7
5009,0,0,0,0,0,0,0,1,0,0,3
5010,0,0,1,0,0,0,0,0,0,0,1
5011,0,0,0,0,0,0,0,0,0,0,2
5012,1,0,0,0,0,0,0,1,0,0,5
5013,0,0,0,0,0,0,0,0,0,0,5
5014,1,0,0,0,0,0,0,0,0,0,9
5015,1,0,0,0,0,0,1,0,0,0,7
5016,0,0,0,1,1,0,0,0,0,1,7
5017,0,0,0,0,0,0,0,0,0,0,3
5018,0,0,0,0,0,0,0,0,0,1,10
5019,0,0,0,0,1,0,1,0,0,0,1
5020,0,0,0,0,0,0,0,0,0,0,1
5021,0,0,0,0,0,0,0,1,0,0,8
5022,0,0,0,0,0,0,0,0,0,1,10
5023,0,0,1,0,0,0,0,0,0,0,4
